OrderNumber,Sales Channel,OrderDate,DeliveryDate,DeliveryTime,_SalesTeamID,_CustomerID,_StoreID,_ProductID,Order Quantity,Unit Price,Unit Cost,Revenue,Gross Margin
SO - 0004580,In-Store,2019-11-16,2019-12-10,24,10,26,321,17,8,1232.8,628.728,9862.4,4832.576
SO - 0004581,Wholesale,2019-11-16,2019-12-04,18,25,21,178,33,7,3892.[phone],2296.693,27248.9,10571.54475
SO - 0004582,In-Store,2019-11-16,2019-12-16,30,1,23,72,6,1,2485.[phone],1093.708,2485.[phone],1391.[phone]
SO - 0004583,In-Store,2019-11-16,2019-12-08,22,9,40,228,47,2,1742.0,1341.34,3484.0,801.[phone]
SO - 0004584,Online,2019-11-16,2019-12-15,29,13,18,37,29,2,187.6,91.[phone],375.2,191.352
SO - 0004585,Online,2019-11-16,2019-12-15,29,15,8,30,43,3,3966.4,2141.856,11899.2,5473.632
SO - 0004586,Online,2019-11-17,2019-11-22,5,18,35,297,34,3,1072.0,578.88,3216.0,1479.[phone]
SO - 0004587,In-Store,2019-11-17,2019-11-23,6,9,49,300,32,4,877.7,675.[phone],3510.8,807.[phone]
SO - 0004588,In-Store,2019-11-17,2019-12-13,26,11,16,243,10,5,5701.7,3763.122,28508.5,9692.89
SO - 0004589,In-Store,2019-11-17,2019-12-14,27,5,49,74,19,7,1708.5,973.[phone],11959.5,5142.[phone]
SO - 0004590,Online,2019-11-17,2019-12-10,23,18,20,107,33,3,871.0,688.09,2613.0,548.73
SO - 0004591,Wholesale,2019-11-17,2019-11-24,7,27,33,28,29,4,6030.0,2894.4,24120.0,10571.54475
SO - 0004592,In-Store,2019-11-17,2019-12-23,36,1,17,1,11,5,5406.[phone],3676.[phone],27034.[phone],8651.04
SO - 0004593,In-Store,2019-11-17,2019-12-07,20,3,6,22,8,5,783.9,352.755,3919.5,2155.725
SO - 0004594,Online,2019-11-17,2019-12-04,17,19,36,117,10,2,268.0,147.4,536.0,241.2
SO - 0004595,Online,2019-11-17,2019-12-06,19,14,42,163,45,8,1936.3,793.[phone],15490.4,9139.336
SO - 0004596,Online,2019-11-18,2019-12-13,25,12,32,297,33,2,1078.7,690.368,2157.4,776.664
SO - 0004597,Distributor,2019-11-18,2019-12-18,30,23,47,64,22,6,3785.5,1968.46,22713.0,10571.54475
SO - 0004598,Distributor,2019-11-18,2019-11-28,10,24,14,236,21,6,2599.6,1637.748,15597.[phone],5771.[phone]
SO - 0004599,In-Store,2019-11-18,2019-12-02,14,4,12,262,3,2,2003.3,1522.508,4006.6,961.[phone]
SO - 0004600,In-Store,2019-11-18,2019-12-13,25,10,18,185,10,1,3979.8,2666.[phone],3979.8,1313.[phone]
SO - 0004601,In-Store,2019-11-18,2019-12-10,22,2,7,302,40,5,1125.[phone],574.056,5628.[phone],2757.[phone]
SO - 0004602,Online,2019-11-18,2019-12-18,30,16,44,275,41,2,2726.9,1417.988,5453.8,2617.824
SO - 0004603,Distributor,2019-11-18,2019-12-14,26,25,2,187,18,5,1943.0,1379.53,9715.0,2817.[phone]
SO - 0004604,Online,2019-11-19,2019-12-12,23,17,21,12,41,8,1078.7,776.664,8629.6,2416.[phone]
SO - 0004605,In-Store,2019-11-19,2019-12-05,16,1,49,272,11,8,5252.8,3887.072,31463.2,10571.54475
SO - 0004606,Distributor,2019-11-19,2019-12-11,22,23,29,267,35,8,6304.7,3948.[phone],31463.2,10571.54475
SO - 0004607,In-Store,2019-11-19,2019-12-19,30,5,33,225,38,3,2331.6,1492.224,6994.[phone],2518.[phone]
SO - 0004608,In-Store,2019-11-19,2019-12-19,30,2,35,316,27,3,1085.4,922.59,3256.[phone],488.[phone]
SO - 0004609,Distributor,2019-11-19,2019-12-07,18,24,44,33,16,4,3095.4,2104.[phone],12381.6,3962.[phone]
SO - 0004610,Online,2019-11-19,2019-11-25,6,15,43,157,4,7,3852.5,3197.575,26967.5,4584.[phone]
SO - 0004611,In-Store,2019-11-19,2019-12-08,19,9,8,198,9,5,1058.[phone],772.[phone],5293.[phone],1429.[phone]
SO - 0004612,Distributor,2019-11-19,2019-12-01,12,21,21,94,19,6,2619.[phone],2069.563,15718.2,3300.822
SO - 0004613,Online,2019-11-19,2019-12-02,13,17,14,233,10,3,3973.1,1668.702,11919.3,6913.[phone]
SO - 0004614,Online,2019-11-19,2019-12-08,19,13,12,309,32,7,187.6,150.08,1313.2,262.[phone]
SO - 0004615,Online,2019-11-19,2019-12-20,31,18,29,135,3,5,3731.9,2351.097,18659.5,6904.[phone]
SO - 0004616,Wholesale,2019-11-20,2019-12-13,23,27,38,289,14,6,1092.[phone],469.[phone],6552.6,3734.982
SO - 0004617,Wholesale,2019-11-20,2019-12-09,19,25,34,84,14,8,3986.5,3308.[phone],31463.2,5421.[phone]
SO - 0004618,Wholesale,2019-11-20,2019-12-15,25,26,49,277,15,4,6331.5,3948.[phone],25326.0,6331.5
SO - 0004619,In-Store,2019-11-20,2019-12-06,16,8,34,302,30,3,5145.6,3190.[phone],15436.[phone],5865.984
SO - 0004620,In-Store,2019-11-20,2019-11-27,7,2,38,39,5,7,3839.1,2188.287,26873.7,10571.54475
SO - 0004621,Online,2019-11-20,2019-12-04,14,16,2,177,19,1,2532.6,1595.538,2532.6,937.[phone]
SO - 0004622,In-Store,2019-11-20,2019-12-22,32,5,6,227,28,6,2318.[phone],1947.[phone],13909.2,2225.[phone]
SO - 0004623,Wholesale,2019-11-20,2019-12-11,21,27,44,218,9,7,924.6,564.006,6472.2,2524.158
SO - 0004624,In-Store,2019-11-21,2019-12-23,32,6,24,348,33,6,1721.9,688.[phone],10331.[phone],6198.[phone]
SO - 0004625,Wholesale,2019-11-21,2019-12-19,28,28,11,274,12,5,180.9,90.45,904.5,452.25
SO - 0004626,Online,2019-11-21,2019-11-29,8,20,39,261,24,1,1011.7,455.[phone],1011.7,556.435
SO - 0004627,In-Store,2019-11-21,2019-12-07,16,8,23,337,19,5,1005.0,542.7,5025.0,2311.5
SO - 0004628,Online,2019-11-22,2019-12-21,29,13,18,150,21,6,1192.[phone],918.[phone],7155.6,1645.[phone]
SO - 0004629,Distributor,2019-11-22,2019-12-13,21,21,49,108,46,6,810.7,680.988,4864.[phone],778.[phone]
SO - 0004630,In-Store,2019-11-22,2019-12-25,33,5,29,189,31,8,5386.8,3878.496,31463.2,10571.54475
SO - 0004631,Wholesale,2019-11-22,2019-12-27,35,25,2,152,14,8,1815.7,1034.[phone],14525.6,6246.[phone]
SO - 0004632,In-Store,2019-11-22,2019-12-09,17,2,44,168,46,6,1051.9,578.[phone],6311.[phone],2840.13
SO - 0004633,Wholesale,2019-11-22,2019-12-21,29,26,46,289,4,4,1092.[phone],611.[phone],4368.[phone],1922.096
SO - 0004634,In-Store,2019-11-22,2019-12-26,34,1,26,132,27,3,1936.3,1568.403,5808.9,1103.[phone]
SO - 0004635,Online,2019-11-22,2019-12-15,23,12,12,55,6,1,3437.1,2887.[phone],3437.1,549.[phone]
SO - 0004636,In-Store,2019-11-22,2019-12-09,17,2,23,257,1,1,3182.5,1782.[phone],3182.5,1400.[phone]
SO - 0004637,In-Store,2019-11-23,2019-11-27,4,2,43,358,28,2,3792.[phone],2237.398,7584.[phone],3109.[phone]
SO - 0004638,In-Store,2019-11-23,2019-12-19,26,3,45,116,12,5,1132.3,792.[phone],5661.5,1698.[phone]
SO - 0004639,In-Store,2019-11-23,2019-12-23,30,1,34,358,32,7,904.5,768.[phone],6331.5,949.[phone]
SO - 0004640,In-Store,2019-11-23,2019-12-13,20,7,29,143,35,8,3986.5,2511.495,31463.2,10571.54475
SO - 0004641,Wholesale,2019-11-23,2019-12-13,20,26,22,236,20,3,1051.9,662.[phone],3155.[phone],1167.609
SO - 0004642,Online,2019-11-23,2019-12-03,10,19,33,122,1,2,964.[phone],405.216,1929.[phone],1119.[phone]
SO - 0004643,Wholesale,2019-11-23,2019-12-04,11,26,8,38,41,3,1098.8,516.[phone],3296.[phone],1747.[phone]
SO - 0004644,Wholesale,2019-11-23,2019-12-09,16,26,8,261,4,7,2586.[phone],1370.[phone],18103.4,8508.598
SO - 0004645,In-Store,2019-11-23,2019-12-24,31,4,46,302,1,7,5634.7,3268.[phone],31463.2,10571.54475
SO - 0004646,Online,2019-11-24,2019-12-23,29,14,42,233,26,5,3859.[phone],2855.808,19296.0,5016.[phone]
SO - 0004647,In-Store,2019-11-24,2019-12-19,25,9,5,343,17,4,207.[phone],95.[phone],830.[phone],448.632
SO - 0004648,Online,2019-11-24,2019-12-11,17,16,12,99,25,8,1139.0,615.[phone],9112.0,4191.[phone]
SO - 0004649,In-Store,2019-11-24,2019-12-15,21,7,13,89,14,3,3986.5,2910.145,11959.5,3229.[phone]
SO - 0004650,Online,2019-11-24,2019-12-31,37,15,18,128,15,3,944.7,377.[phone],2834.[phone],1700.[phone]
SO - 0004651,Online,2019-11-24,2019-12-13,19,14,13,50,32,4,884.4,389.[phone],3537.6,1981.056
SO - 0004652,In-Store,2019-11-24,2019-12-12,18,5,42,323,47,1,1118.9,760.[phone],1118.9,358.048
SO - 0004653,Distributor,2019-11-24,2019-12-04,10,25,21,9,31,4,1232.8,788.992,4931.2,1775.232
SO - 0004654,In-Store,2019-11-24,2019-12-14,20,8,3,151,47,6,194.3,128.238,1165.[phone],396.[phone]
SO - 0004655,In-Store,2019-11-24,2019-12-10,16,12,34,355,24,5,1025.[phone],625.311,5125.[phone],1998.[phone]
SO - 0004656,In-Store,2019-11-24,2019-12-02,8,8,7,209,8,7,3919.5,2430.09,27436.5,10425.[phone]
SO - 0004657,Online,2019-11-24,2019-12-14,20,14,2,238,25,6,1782.2,962.388,10693.2,4918.872
SO - 0004658,In-Store,2019-11-24,2019-12-12,18,5,48,257,22,8,2278.0,1116.22,18224.0,9294.24
SO - 0004659,In-Store,2019-11-25,2019-12-26,31,1,47,317,3,5,2532.6,2076.732,12663.0,2279.34
SO - 0004660,Distributor,2019-11-25,2019-12-10,15,23,39,311,38,8,3999.9,2319.942,31463.2,10571.54475
SO - 0004661,Distributor,2019-11-25,2019-12-21,26,24,8,56,43,2,1829.[phone],749.931,3658.[phone],2158.338
SO - 0004662,In-Store,2019-11-25,2019-12-08,13,8,37,155,36,6,5949.6,2498.832,31463.2,10571.54475
SO - 0004663,Online,2019-11-25,2019-12-06,11,12,25,96,2,3,1065.3,777.669,3195.[phone],862.[phone]
SO - 0004664,Online,2019-11-25,2019-12-08,13,19,31,82,23,7,1105.5,519.[phone],7738.5,4101.[phone]
SO - 0004665,In-Store,2019-11-25,2019-11-30,5,7,16,211,14,8,2680.0,1688.4,21440.0,7932.[phone]
SO - 0004666,In-Store,2019-11-26,2019-12-03,7,8,27,278,23,1,777.2,536.268,777.2,240.[phone]
SO - 0004667,Wholesale,2019-11-26,2019-12-14,18,25,26,248,22,3,3865.9,1855.632,11597.7,6030.804
SO - 0004668,In-Store,2019-11-26,2019-12-15,19,3,26,353,30,2,2003.3,1161.914,4006.6,1682.772
SO - 0004669,Distributor,2019-11-26,2019-12-29,33,21,46,248,38,5,6210.[phone],2857.[phone],31054.[phone],10571.54475
SO - 0004670,Online,2019-11-26,2019-12-18,22,19,49,278,16,7,2579.5,2037.805,18056.5,3791.865
SO - 0004671,In-Store,2019-11-26,2019-12-16,20,8,37,9,3,3,201.0,118.[phone],603.0,247.[phone]
SO - 0004672,Online,2019-11-26,2019-12-10,14,17,29,41,30,8,1721.9,929.[phone],13775.2,6336.592
SO - 0004673,Online,2019-11-26,2019-12-25,29,18,40,320,28,4,5232.7,3924.[phone],20930.8,5232.[phone]
SO - 0004674,In-Store,2019-11-26,2019-12-07,11,6,19,174,44,7,5413.6,2869.[phone],31463.2,10571.54475
SO - 0004675,Online,2019-11-27,2019-12-20,23,18,36,81,36,3,1011.7,607.02,3035.[phone],1214.[phone]
SO - 0004676,In-Store,2019-11-27,2019-12-20,23,1,23,281,16,3,4006.6,2524.158,12019.8,4447.[phone]
SO - 0004677,In-Store,2019-11-27,2019-12-18,21,4,2,166,20,3,1855.9,1373.366,5567.[phone],1447.[phone]
SO - 0004678,Online,2019-11-27,2019-12-06,9,16,16,128,44,4,3651.5,2921.[phone],14606.0,2921.[phone]
SO - 0004679,In-Store,2019-11-27,2019-12-16,19,4,12,359,20,8,187.6,99.428,1500.8,705.376
SO - 0004680,Distributor,2019-11-27,2019-12-25,28,25,3,211,33,5,1125.[phone],607.[phone],5628.[phone],2588.[phone]
SO - 0004681,Online,2019-11-27,2019-12-09,12,17,1,10,33,1,5045.1,3027.06,5045.1,2018.[phone]
SO - 0004682,In-Store,2019-11-27,2019-12-24,27,11,20,320,16,4,214.4,150.[phone],857.6,257.[phone]
SO - 0004683,In-Store,2019-11-27,2019-12-29,32,8,5,335,39,7,1876.0,1331.96,13132.0,3808.[phone]
SO - 0004684,Wholesale,2019-11-27,2019-12-23,26,25,17,188,38,3,1125.[phone],551.[phone],3376.8,1722.168
SO - 0004685,Online,2019-11-27,2019-12-12,15,17,41,85,21,1,3986.5,2989.875,3986.5,996.625
SO - 0004686,Online,2019-11-27,2019-12-28,31,12,13,165,3,6,6204.2,3948.[phone],31463.2,7817.[phone]
SO - 0004687,In-Store,2019-11-28,2019-12-20,22,3,49,314,4,8,1065.3,767.016,8522.4,2386.272
SO - 0004688,Distributor,2019-11-28,2019-12-27,29,24,29,330,4,5,1038.5,633.485,5192.5,2025.[phone]
SO - 0004689,Online,2019-11-28,2019-12-24,26,17,36,248,37,3,6539.2,3138.816,19617.6,10201.[phone]
SO - 0004690,Wholesale,2019-11-28,2019-12-26,28,28,41,206,36,4,1011.7,526.[phone],4046.8,1942.464
SO - 0004691,Wholesale,2019-11-28,2019-12-30,32,28,33,161,46,7,3242.8,2561.[phone],22699.[phone],4766.[phone]
SO - 0004692,Distributor,2019-11-28,2019-12-16,18,21,35,241,31,2,1721.9,843.731,3443.8,1756.[phone]
SO - 0004693,Online,2019-11-28,2019-12-10,12,17,6,56,28,2,3986.5,2910.145,7973.0,2152.71
SO - 0004694,Online,2019-11-29,2019-12-14,15,18,40,52,45,3,1728.[phone],1279.164,5185.8,1348.308
SO - 0004695,Online,2019-11-29,2019-12-22,23,15,28,335,38,3,201.0,106.53,603.0,283.[phone]
SO - 0004696,Distributor,2019-11-29,2019-12-18,19,25,42,304,8,1,971.5,582.9,971.5,388.6
SO - 0004697,In-Store,2019-11-29,2019-12-31,32,3,24,33,16,4,958.1,594.022,3832.4,1456.312
SO - 0004698,In-Store,2019-11-29,2019-12-10,11,6,25,83,14,8,3953.0,1818.38,31463.2,10571.54475
SO - 0004699,Online,2019-11-29,2019-12-18,19,15,14,89,21,1,1239.5,706.515,1239.5,532.985
SO - 0004700,Distributor,2019-11-29,2019-12-17,18,23,20,128,29,4,5621.3,3948.[phone],22485.2,5621.[phone]
SO - 0004701,Online,2019-11-29,2019-12-17,18,18,40,90,10,1,3839.1,1881.[phone],3839.1,1957.941
SO - 0004702,Wholesale,2019-11-29,2019-12-22,23,27,41,307,8,2,2519.[phone],1309.[phone],5038.[phone],2418.[phone]
SO - 0004703,Online,2019-11-29,2019-12-22,23,18,37,153,23,1,1005.0,572.[phone],1005.0,432.[phone]
SO - 0004704,Distributor,2019-11-29,2019-12-11,12,24,2,21,31,7,1212.7,933.[phone],8488.9,1952.[phone]
SO - 0004705,Wholesale,2019-11-29,2019-12-14,15,27,5,249,29,4,5031.7,2364.899,20126.8,10571.54475
SO - 0004706,Wholesale,2019-11-30,2019-12-17,17,28,25,47,25,6,2418.[phone],1330.[phone],14512.2,6530.[phone]
SO - 0004707,Online,2019-11-30,2019-12-18,18,20,11,14,44,3,1085.4,716.[phone],3256.[phone],1107.[phone]
SO - 0004708,In-Store,2019-11-30,2019-12-27,27,8,8,351,2,3,5728.5,3207.[phone],17185.5,7561.[phone]
SO - 0004709,In-Store,2019-11-30,2019-12-18,18,1,13,341,33,7,214.4,122.208,1500.8,645.[phone]
SO - 0004710,In-Store,2019-11-30,2019-12-16,16,2,35,283,46,7,891.1,525.749,6237.7,2557.[phone]
SO - 0004711,Wholesale,2019-11-30,2019-12-11,11,26,47,55,37,3,1065.3,639.18,3195.[phone],1278.[phone]
SO - 0004712,Online,2019-11-30,2019-12-19,19,18,25,271,10,1,6277.[phone],3892.[phone],6277.[phone],2385.[phone]
SO - 0004713,Wholesale,2019-11-30,2019-12-06,6,27,7,182,14,4,1085.4,868.[phone],4341.6,868.[phone]
SO - 0004714,In-Store,2019-11-30,2019-12-12,12,11,32,222,3,8,5393.5,3128.[phone],31463.2,10571.54475
SO - 0004715,Distributor,2019-11-30,2019-12-28,28,25,32,113,7,7,234.5,119.595,1641.5,804.335
SO - 0004716,In-Store,2019-12-01,2019-12-10,9,11,2,198,20,6,978.2,410.844,5869.[phone],3404.[phone]
SO - 0004717,In-Store,2019-12-01,2019-12-27,26,8,43,190,2,6,254.6,155.[phone],1527.6,595.764
SO - 0004718,Wholesale,2019-12-01,2019-12-26,25,27,38,189,44,7,1252.9,1052.[phone],8770.[phone],1403.[phone]
SO - 0004719,Distributor,2019-12-01,2019-12-27,26,23,33,336,23,8,1098.8,813.112,8790.4,2285.504
SO - 0004720,Online,2019-12-01,2019-12-26,25,19,6,355,39,4,1058.[phone],592.[phone],4234.[phone],1863.136
SO - 0004721,In-Store,2019-12-01,2019-12-25,24,12,21,270,38,8,201.0,132.66,1608.0,546.72
SO - 0004722,In-Store,2019-12-01,2019-12-22,21,1,44,213,3,4,1045.2,867.516,4180.8,710.[phone]
SO - 0004723,Online,2019-12-01,2019-12-13,12,14,3,291,8,6,2358.4,1132.032,14150.[phone],7358.[phone]
SO - 0004724,In-Store,2019-12-01,2020-01-03,33,9,43,133,44,4,2572.8,1132.[phone],10291.2,5763.072
SO - 0004725,Online,2019-12-02,2020-01-04,33,15,26,260,13,5,1065.3,585.[phone],5326.5,2396.[phone]
SO - 0004726,Online,2019-12-02,2020-01-02,31,18,38,169,18,1,2298.1,1884.[phone],2298.1,413.[phone]
SO - 0004727,Wholesale,2019-12-02,2019-12-29,27,27,5,8,7,2,2814.0,1997.[phone],5628.0,1632.[phone]
SO - 0004728,In-Store,2019-12-02,2019-12-28,26,10,42,112,19,7,1118.9,760.[phone],7832.[phone],2506.[phone]
SO - 0004729,Online,2019-12-02,2020-01-01,30,15,30,87,44,4,1098.8,472.484,4395.2,2505.264
SO - 0004730,Distributor,2019-12-02,2019-12-24,22,21,45,17,29,8,1855.9,760.919,14847.2,8759.[phone]
SO - 0004731,Online,2019-12-02,2020-01-09,38,19,47,2,3,7,2532.6,1696.842,17728.2,5850.[phone]
SO - 0004732,In-Store,2019-12-02,2019-12-19,17,11,43,145,40,6,1340.0,737.[phone],8040.0,3617.[phone]
SO - 0004733,In-Store,2019-12-03,2020-01-01,29,6,9,35,4,4,1728.[phone],1382.88,6914.[phone],1382.88
SO - 0004734,In-Store,2019-12-03,2020-01-08,36,10,23,122,42,8,1105.5,486.42,8844.0,4952.[phone]
SO - 0004735,Wholesale,2019-12-03,2019-12-11,8,25,29,296,23,8,850.9,485.[phone],6807.2,2927.[phone]
SO - 0004736,Online,2019-12-03,2019-12-26,23,17,11,95,11,1,5118.8,3020.092,5118.8,2098.708
SO - 0004737,Wholesale,2019-12-03,2019-12-12,9,28,25,355,14,4,2318.[phone],1460.[phone],9272.[phone],3430.[phone]
SO - 0004738,Wholesale,2019-12-03,2019-12-20,17,28,30,212,21,3,837.5,644.875,2512.5,577.875
SO - 0004739,Online,2019-12-03,2019-12-22,19,13,5,265,19,8,1996.[phone],1337.[phone],15972.[phone],5271.[phone]
SO - 0004740,Distributor,2019-12-03,2020-01-09,37,21,1,298,5,7,4006.6,3004.95,28046.2,7011.[phone]
SO - 0004741,In-Store,2019-12-04,2019-12-22,18,12,13,243,6,2,1051.9,683.[phone],2103.8,736.[phone]
SO - 0004742,In-Store,2019-12-04,2019-12-11,7,11,1,250,38,1,3946.3,2525.632,3946.3,1420.[phone]
SO - 0004743,Online,2019-12-04,2019-12-11,7,13,3,41,46,5,984.9,472.[phone],4924.5,2560.[phone]
SO - 0004744,Online,2019-12-04,2019-12-31,27,13,43,289,24,8,2934.6,1496.646,23476.8,10571.54475
SO - 0004745,In-Store,2019-12-04,2019-12-14,10,12,38,201,40,8,3798.9,2925.[phone],30391.2,6989.[phone]
SO - 0004746,In-Store,2019-12-04,2019-12-07,3,12,30,305,8,2,3819.0,3055.[phone],7638.0,1527.[phone]
SO - 0004747,Online,2019-12-04,2019-12-26,22,16,13,176,29,2,1869.3,1476.747,3738.6,785.[phone]
SO - 0004748,Distributor,2019-12-04,2019-12-22,18,23,35,179,36,2,1132.3,486.[phone],2264.6,1290.[phone]
SO - 0004749,In-Store,2019-12-05,2019-12-25,20,12,11,103,34,2,817.4,678.[phone],1634.8,277.[phone]
SO - 0004750,In-Store,2019-12-05,2020-01-06,32,9,28,142,37,3,1125.[phone],461.[phone],3376.8,1992.[phone]
SO - 0004751,In-Store,2019-12-05,2019-12-27,22,10,32,293,10,7,1172.5,515.9,8207.5,4596.[phone]
SO - 0004752,In-Store,2019-12-05,2020-01-04,30,9,50,297,38,8,1152.4,749.[phone],9219.2,3226.[phone]
SO - 0004753,Wholesale,2019-12-05,2020-01-08,34,26,15,270,16,7,6170.7,3270.471,31463.2,10571.54475
SO - 0004754,In-Store,2019-12-05,2020-01-01,27,6,33,12,47,7,6304.7,3948.[phone],31463.2,8385.[phone]
SO - 0004755,Distributor,2019-12-05,2019-12-11,6,23,26,33,31,1,857.6,711.808,857.6,145.[phone]
SO - 0004756,Distributor,2019-12-06,2019-12-16,10,21,5,183,25,6,5051.8,2020.[phone],30310.[phone],10571.54475
SO - 0004757,In-Store,2019-12-06,2019-12-27,21,7,1,80,12,3,268.0,125.96,804.0,426.12
SO - 0004758,Online,2019-12-06,2019-12-18,12,19,34,58,9,2,1132.3,837.[phone],2264.6,588.796
SO - 0004759,Online,2019-12-06,2019-12-26,20,15,2,91,27,1,3309.8,1886.586,3309.8,1423.[phone]
SO - 0004760,Online,2019-12-06,2020-01-07,32,19,44,252,28,7,931.[phone],400.459,6519.1,3715.887
SO - 0004761,Online,2019-12-06,2019-12-26,20,15,39,339,42,1,2331.6,1002.588,2331.6,1329.012
SO - 0004762,Distributor,2019-12-06,2020-01-06,31,22,14,182,7,7,5065.2,2026.08,31463.2,10571.54475
SO - 0004763,Online,2019-12-06,2020-01-09,34,15,44,45,19,3,837.5,653.25,2512.5,552.75
SO - 0004764,Wholesale,2019-12-06,2020-01-03,28,27,34,232,13,2,690.1,282.941,1380.2,814.[phone]
SO - 0004765,In-Store,2019-12-07,2019-12-14,7,2,34,230,31,7,2626.4,1575.84,18384.8,7353.92
SO - 0004766,In-Store,2019-12-07,2019-12-21,14,8,47,10,31,2,2425.4,1479.494,4850.8,1891.[phone]
SO - 0004767,Distributor,2019-12-07,2019-12-20,13,24,9,312,28,3,3865.9,3247.[phone],11597.7,1855.[phone]
SO - 0004768,Online,2019-12-07,2019-12-31,24,16,19,274,34,2,783.9,501.[phone],1567.8,564.408
SO - 0004769,Distributor,2019-12-07,2020-01-01,25,20,7,238,19,8,5112.1,3322.[phone],31463.2,10571.54475
SO - 0004770,In-Store,2019-12-07,2019-12-25,18,3,10,39,15,6,1809.0,1049.22,10854.0,4558.68
SO - 0004771,In-Store,2019-12-07,2019-12-21,14,4,37,154,9,6,2673.3,1764.[phone],16039.[phone],5453.[phone]
SO - 0004772,Online,2019-12-08,2020-01-06,29,19,41,318,21,6,3973.1,2781.[phone],23838.6,7151.[phone]
SO - 0004773,Distributor,2019-12-08,2019-12-25,17,23,34,19,46,2,1862.[phone],1229.[phone],3725.[phone],1266.[phone]
SO - 0004774,Wholesale,2019-12-08,2019-12-25,17,28,15,316,29,3,958.1,526.955,2874.3,1293.435
SO - 0004775,Online,2019-12-08,2019-12-26,18,14,27,189,25,8,911.2,774.52,7289.6,1093.[phone]
SO - 0004776,Wholesale,2019-12-09,2020-01-04,26,27,21,278,45,6,1025.[phone],410.[phone],6150.6,3690.[phone]
SO - 0004777,Wholesale,2019-12-09,2020-01-05,27,27,3,35,7,8,2224.4,934.248,17795.2,10321.216
SO - 0004778,In-Store,2019-12-09,2019-12-22,13,12,40,304,13,3,2358.4,1768.[phone],7075.[phone],1768.[phone]
SO - 0004779,Online,2019-12-09,2020-01-08,30,19,19,214,14,6,3946.3,2525.632,23677.[phone],8524.[phone]
SO - 0004780,In-Store,2019-12-09,2020-01-02,24,9,7,327,34,7,911.2,428.264,6378.[phone],3380.[phone]
SO - 0004781,Online,2019-12-09,2019-12-21,12,16,27,342,37,5,777.2,466.32,3886.0,1554.4
SO - 0004782,Wholesale,2019-12-09,2020-01-03,25,26,36,312,36,6,2345.0,1195.95,14070.0,6894.[phone]
SO - 0004783,Online,2019-12-09,2019-12-28,19,12,41,61,38,6,3162.4,1676.[phone],18974.4,8917.968
SO - 0004784,Online,2019-12-10,2020-01-05,26,13,26,165,20,5,2532.6,1519.56,12663.0,5065.[phone]
SO - 0004785,In-Store,2019-12-10,2019-12-25,15,5,25,212,10,3,201.0,90.45,603.0,331.65
SO - 0004786,Online,2019-12-10,2019-12-25,15,13,35,75,11,2,1025.[phone],779.[phone],2050.[phone],492.048
SO - 0004787,In-Store,2019-12-10,2019-12-23,13,6,23,177,23,4,3484.0,1567.8,13936.0,7664.8
SO - 0004788,In-Store,2019-12-10,2020-01-16,37,4,8,220,17,7,2592.9,2048.391,18150.3,3811.[phone]
SO - 0004789,In-Store,2019-12-10,2019-12-21,11,6,14,34,38,2,2773.8,1692.018,5547.6,2163.[phone]
SO - 0004790,In-Store,2019-12-11,2020-01-09,29,4,29,5,25,1,1085.4,607.[phone],1085.4,477.576
SO - 0004791,Wholesale,2019-12-11,2019-12-22,11,28,15,90,30,2,3912.8,3208.496,7825.6,1408.[phone]
SO - 0004792,Online,2019-12-11,2019-12-31,20,15,14,1,7,5,167.5,89.311,837.5,418.75
SO - 0004793,In-Store,2019-12-11,2019-12-17,6,4,11,20,46,8,1795.[phone],897.[phone],14364.[phone],7182.[phone]
SO - 0004794,In-Store,2019-12-11,2019-12-24,13,6,10,316,23,3,3892.[phone],2841.[phone],11678.1,3153.[phone]
SO - 0004795,In-Store,2019-12-11,2020-01-17,37,12,27,276,21,1,174.[phone],89.311,247.9,90.[phone]
SO - 0004796,Online,2019-12-11,2019-12-22,11,19,34,215,36,6,2572.8,1878.144,15436.[phone],4167.[phone]
SO - 0004797,Online,2019-12-11,2020-01-04,24,19,49,91,13,8,201.0,98.49,1608.0,820.08
SO - 0004798,In-Store,2019-12-11,2019-12-27,16,4,14,257,29,3,3999.9,2599.935,11999.7,4199.895
SO - 0004799,In-Store,2019-12-12,2020-01-01,20,8,21,75,15,3,1788.9,1234.341,5366.[phone],1663.[phone]
SO - 0004800,In-Store,2019-12-12,2019-12-27,15,9,42,202,27,7,201.0,132.66,1407.0,478.38
SO - 0004801,In-Store,2019-12-12,2019-12-21,9,6,9,231,34,4,241.[phone],106.[phone],964.[phone],540.288
SO - 0004802,In-Store,2019-12-12,2019-12-25,13,7,41,364,39,4,1065.3,798.[phone],4261.2,1065.[phone]
SO - 0004803,In-Store,2019-12-12,2019-12-17,5,2,28,108,15,4,2432.1,1507.902,9728.4,3696.[phone]
SO - 0004804,In-Store,2019-12-12,2020-01-08,27,4,17,237,46,2,3825.[phone],3137.074,7651.[phone],1377.[phone]
SO - 0004805,Distributor,2019-12-12,2019-12-31,19,20,9,188,25,7,5393.5,3937.255,31463.2,10193.715
SO - 0004806,In-Store,2019-12-12,2019-12-23,11,6,29,33,26,7,3986.5,1674.33,27905.5,10571.54475
SO - 0004807,Distributor,2019-12-12,2019-12-17,5,23,14,7,45,5,1005.0,582.9,5025.0,2110.5
